Artist,Track,User,Rating,Time
40,176,50000,22.719206,17
4,12,36173,34.137207,13
6,148,38830,41.142372,15
30,77,21391,39.458313,22
40,179,49574,37.876328,17
34,87,28114,39.021397,23
43,159,42227,15.751347,16
0,0,924,67.5472,6
1,5,3926,41.02534,18
2,69,21554,14.971797,22
4,11,5232,54.384007,18
23,57,17295,17.018799,21
3,10,4803,63.509773,18
37,97,31131,13.30252,23
45,164,43859,18.639296,16
26,62,23081,36.08305,22
20,44,17739,75.632614,21
6,149,39333,39.112083,15
26,62,23450,40.556057,22
40,146,37398,37.968422,13
49,182,50134,22.265697,17
4,11,37423,54.019043,13
21,50,20318,44.536606,21
28,72,25460,24.530027,22
43,160,42670,49.55039,16
5,13,2923,24.576363,18
27,71,25317,5.3850203,22
10,27,10801,24.303755,7
45,163,44639,20.329762,16
22,111,33031,28.535625,0
16,136,33282,23.675854,12
35,91,30745,25.921806,23
39,103,29326,67.56708,23
1,6,2616,13.439619,18
12,30,11738,11.854289,19
23,56,18487,19.303432,21
2,175,47433,13.588952,17
49,182,48116,36.46899,17
32,81,27260,24.022173,11
29,75,23695,14.00776,22
16,135,33308,27.27029,12
22,116,32543,23.226915,0
37,101,29143,5.2852316,23
13,31,12104,40.39882,19
22,53,32865,28.90858,0
21,50,20330,36.81717,21
42,157,41992,20.388472,16
47,170,46837,38.71297,4
41,155,41733,15.533929,16
2,7,4819,9.024409,18
40,178,50447,34.539333,17
49,182,50392,15.344583,17
47,170,46639,13.266743,4
22,115,33091,3.9171362,0
31,80,27492,12.731126,11
4,11,38233,86.890274,13
0,1,40824,50.5986,15
41,155,41161,46.422344,16
9,21,7534,53.053192,7
40,146,36546,82.56568,13
3,10,4132,41.92865,18
42,157,43235,28.593843,16
23,56,19876,21.832483,21
6,14,7374,26.195265,7
21,50,20106,29.412748,21
2,8,4635,14.975753,18
22,54,19934,43.397575,21
7,17,8372,53.067024,7
40,147,38017,4.1373777,13
30,77,24124,43.205288,22
24,58,18821,24.087584,21
10,27,10292,31.840899,7
16,134,33707,25.237198,12
6,148,39966,48.730415,15
16,134,34387,17.868065,12
34,86,27944,45.41789,23
23,57,18052,39.169777,21
21,60,22057,80.60881,22
46,168,44126,44.818485,16
32,81,26767,35.821526,11
37,101,31130,43.492237,23
16,137,34699,47.741047,12
38,102,31731,20.597878,23
0,3,1283,48.26509,6
22,129,32778,24.06043,0
35,92,27975,47.789566,23
0,1,1407,43.26974,6
2,8,3655,45.79213,18
6,14,7106,20.000843,7
14,95,31991,63.084366,23
16,139,34431,40.246017,12
30,77,21783,36.740337,22
13,31,11814,40.194683,19
20,45,17278,35.720016,21
40,180,47693,62.530193,17
37,99,30079,32.143337,23
35,90,28781,49.721195,23
37,100,29539,46.404335,23
26,64,23341,52.976173,22
37,99,27678,6.675533,23
6,14,6171,41.075035,7
3,9,5401,46.96855,18
40,147,36163,5.019184,13
29,75,25416,28.440477,22
21,22,18008,40.21272,21
23,57,18673,15.23548,21
3,10,4840,71.87379,18
10,143,35753,49.53239,12
40,177,50638,34.568287,17
1,5,3706,15.07579,18
3,10,3718,24.98396,18
32,83,26043,18.114546,11
14,32,13346,20.584803,19
26,62,21582,30.768835,22
7,19,6201,61.976276,7
2,69,22881,53.09107,22
22,125,32257,44.36076,0
27,71,23595,12.065106,22
31,79,26127,27.851004,11
0,1,38390,15.098166,15
2,173,47842,45.229813,17
21,47,19691,38.215015,21
40,179,47780,51.14409,17
32,82,26400,21.28202,11
26,65,23314,69.36216,22
40,177,48489,20.605576,17
0,0,136,39.07719,6
0,0,227,26.973463,6
11,29,6814,67.9134,7
42,157,42977,54.873608,16
40,147,37344,22.677858,13
40,178,50835,38.61404,17
16,139,34810,31.440008,12
31,79,27523,15.491165,11
16,138,33445,8.530332,12
6,15,7343,34.120678,7
2,173,47433,14.329341,17
26,66,22690,38.705544,22
27,71,23561,12.065106,22
45,164,43928,30.5318,16
37,97,28319,16.059769,23
36,93,29995,38.31666,23
39,103,31943,4.3585978,23
20,44,19162,35.4535,21
10,145,35513,29.863913,12
20,46,17521,22.838692,21
0,151,39450,45.363045,15
34,87,29255,16.65928,23
0,1,38476,25.200117,15
22,131,32920,19.230808,0
6,148,38644,40.472218,15
16,136,34691,63.762547,12
21,60,22512,23.46394,22
14,96,31946,49.595352,23
22,55,17570,47.616302,21
29,75,24860,19.662605,22
34,86,28062,55.905033,23
42,158,42249,53.74241,16
37,99,28300,6.5160966,23
21,22,20105,18.362915,21
29,75,25157,22.364355,22
0,151,40249,39.609818,15
22,53,20459,10.559356,21
10,141,34419,64.33655,12
4,11,36422,92.139465,13
0,1,1665,38.280487,6
0,1,40414,56.88144,15
14,94,31870,22.15775,23
43,159,41026,68.96104,16
11,29,9087,43.081184,7
23,56,21227,32.014046,21
1,6,3888,32.33002,18
49,182,50903,30.596432,17
22,55,20248,89.73054,21
39,105,29742,47.659977,23
39,104,29720,18.549437,23
37,97,30344,14.118456,23
35,91,27857,33.74423,23
21,48,19498,12.230963,21
21,50,18984,18.756605,21
6,14,6047,27.024454,7
31,79,26149,11.39029,11
30,76,21485,13.918565,22
5,13,4836,48.886505,18
22,125,32983,31.864363,0
1,4,2455,21.826534,18
27,71,21931,15.502045,22
28,73,23753,46.44797,22
40,147,37851,38.459095,13
25,59,19784,10.582165,21
22,53,19613,34.347717,21
16,137,33457,44.689426,12
2,175,49804,16.246914,17
14,32,11192,43.671883,19
16,138,34351,32.814884,12
9,23,7226,22.1437,7
7,18,7566,45.355984,7
45,164,43510,29.126732,16
20,46,17726,62.42247,21
7,19,6243,80.98722,7
39,105,28219,34.811863,23
3,10,3556,10.418843,18
37,99,31675,25.055592,23
40,181,50644,7.303129,17
16,137,34139,25.346012,12
22,125,33070,21.506386,0
16,137,34738,19.4454,12
10,140,34955,84.17061,12
1,5,2040,24.518494,18
31,80,26625,32.095673,11
29,75,21801,20.46786,22
34,87,28738,9.270125,23
16,135,33700,25.486097,12
26,67,23558,38.74465,22
32,81,26242,35.80115,11
39,104,27982,42.855274,23
45,164,45499,63.953793,16
6,16,5746,12.345751,7
22,132,32350,21.47092,0
16,138,34706,12.379073,12
28,72,25123,20.32479,22
16,135,34312,33.16743,12
46,165,44226,17.34924,16
16,134,33232,39.462627,12
0,2,752,47.968704,6
45,164,45188,63.916866,16
35,89,29866,71.6843,23
30,76,23425,24.714836,22
5,13,5235,32.964363,18
29,74,24430,33.056248,22
49,183,50248,25.229008,17
21,60,21663,47.139343,22
21,49,17330,51.299664,21
7,18,6208,65.56597,7
22,123,32501,15.694032,0
39,103,31495,16.2775,23
6,149,39682,38.067738,15
29,75,25015,16.758335,22
22,121,33035,52.08512,0
49,183,50121,19.324516,17
2,69,24382,36.93614,22
9,21,9678,32.309845,7
26,66,22284,46.888462,22
22,130,33225,38.694477,0
16,138,34958,15.405978,12
48,172,48850,56.096806,17
39,105,31761,47.478115,23
10,24,9758,39.515533,7
33,85,34264,17.507277,12
21,60,21523,40.176323,22
37,101,30031,12.467223,23
9,22,8239,28.48226,7
7,18,8670,52.88214,7
22,115,32825,20.618708,0
16,134,34342,18.838406,12
47,171,47142,11.836305,4
44,162,42229,21.962862,16
46,168,45491,12.194744,16
37,98,28508,5.8224373,23
2,7,3382,21.558645,18
46,165,43592,19.42466,16
14,32,11242,24.34744,19
11,29,10974,13.269329,7
2,7,4357,12.288886,18
16,138,34029,18.253391,12
16,138,35043,28.989182,12
22,129,32587,38.999573,0
37,101,28955,17.923054,23
34,87,28039,55.426033,23
46,169,44917,20.201815,16
37,98,31594,68.7152,23
2,175,49543,5.536533,17
7,18,6243,80.23559,7
7,18,7803,20.489595,7
6,15,6420,28.450064,7
10,25,6418,59.39657,7
3,9,4698,35.429306,18
35,91,30591,22.639994,23
40,178,50858,25.52641,17
2,175,49673,15.570233,17
45,163,43850,72.69372,16
10,144,35208,66.11134,12
43,159,42320,52.76117,16
30,77,23143,20.185333,22
2,173,49822,17.156807,17
6,148,39394,42.806656,15
9,23,9998,33.971367,7
45,164,45380,68.81555,16
